player_id,game_year,PAs,age,weighted_PAs
0f46bb1ed363d593af42cfddbe027922aff10780,2022,431,26,615
0f69eb701a55b4137c4f9912a16bf5e8e4ed6dc6,2022,128,29,359
0fa22d499a0f8fcd14dd29eefc42c0c1baf25ef5,2022,35,24,25
0faf14063418974e05d27176729d62e76f8e3cd6,2022,46,29,156
10a4db5c6bf3b4f13c48ad7b40019d5b072331ff,2022,226,27,492
1197ad8826628a3b6a30dce1a669fec173342b7b,2022,78,27,69
121048ecdf300d2ec18b79f9632d2e0e4ecb925e,2022,228,25,215
13f1ea44ff2b7094942812a905745c719e209b0b,2022,313,28,348
151f1a0a4d4509711c02ef31320fa25afb343d0f,2022,270,39,472
1555357c4809b66ac35fa0096f378680a822b65e,2022,338,29,311
16dee00b31277a71f2d452a51980b157b9bb084b,2022,347,23,62
17cbce1de7a9d4e31952e86ba69ced3fa5f1c28c,2022,159,29,255
17d8413358cc5a88ae5adc6dd71f352d2d5b0f3b,2022,495,31,491
18396fcf5f98aac97ec6127f7924868d3ef7bd9e,2022,652,27,619
183c175964b224bf2c8168b04c2a313adb7f089c,2022,177,31,157
1840dc0b0ec72496c4a26e81eb131e1d117a3b3e,2022,558,31,528
1846d3ee1ac661616b677348a8a7a7aa7639b5e8,2022,485,34,535
18c836a2aa6ac974abb7ae88b69d463f6ae44fca,2022,223,25,112
19002d0d7703ce99a390e39c57d62401ef57cec6,2022,85,32,451
19f683ce76088d78377da48963e1c90cbac9ffaa,2022,190,26,324
1a35380236861a3e9242fc1790692a52ca977c92,2022,383,26,537
1ac380f5904db3c931f8d162d72133cf7c552811,2022,88,34,178
1aec22a2dc737a6a12dce27f5d88561807a87e37,2022,55,30,216
1bae958c3003100a62896444235627a7ab5a75e2,2022,610,27,448
1bccfee3279aff69154310cc2fa053d20612ff26,2022,60,27,11
1c3af27dc3d3052f28798b634f1d0c21c5a5b909,2022,303,26,292
1cca9d59852837b5cc993ebcb9bfc2c9abb65f6f,2022,506,NA,506
1ccfa4a1ec1b4a6fca216a1e270f6183505fe38c,2022,155,25,23
1ce31d2c34c99066c4e1f9f1b1628adc562487fe,2022,179,26,133
1ceead9f26f4ecdc74ef8e8e5adce55797d2d824,2022,149,29,71
1d76081dc2c60f71387a57ba6b2723919586640a,2022,11,NA,68
1d7f1767d410007c6942c7638aef78d438fe016c,2022,14,29,9
1dd81477d26cc96cf04cbe21ee082afdfb452b47,2022,421,29,398
1e0227e59b2beec91b0fea33cf12ef28b2b01142,2022,195,NA,241
1eb669cced8461ecdf53da0ff3eb4bcb04ae1a3f,2022,191,31,411
1ebae1b84a40ad0df0cee1c8d59b9b8fe31dac37,2022,546,28,484
209657ed5b928d363055f7c8edf1b64b804e996d,2022,291,25,6
20ff3f0cc9865685168d1566e1cc579565516e49,2022,57,29,184
211afb16159815485e4edaf53f202f30d68d217b,2022,303,34,342
216e03600af9acd2e1f85303beb31366bdd05c4f,2022,151,32,352
22cc2eb3ece81074e6dbd5efe2dbd5d10afb5840,2022,162,24,26
23e9038fdcd6b8d0cb4b981d832584085629cddb,2022,527,34,418
2460f7c6d698b7e9b6a16cb19e108f44f2cd427b,2022,46,30,159
24fa12505cdc29d6c15f5e6c08e00f1c42e4373f,2022,590,27,321
25851f7a9d8bb946bfeb6764ec9df5d16156116e,2022,115,29,94
25d492f82219a3acdde6d8b08201ba02ba3ff3a6,2022,285,22,140
25e2a10bf1f394c04a250d6a7286e0430de6eb17,2022,424,34,182
260a8ceb479a09517387126e80d28417812dd933,2022,291,29,257
2622dac5f67183f0c4a5b57e73549123f201cd74,2022,13,33,347
26b016cf8e8536053cd109aa8e1502db6d46478f,2022,177,31,139
26ccf96ef1de6d8676bf3267651ecfeae0fb9493,2022,455,35,543
27c8e4ac9a23ab952471008a05419b6998edeb3e,2022,47,28,234
2923b2767d40064620b34fd192dd7af293143844,2022,54,32,470
29df9634e71f12ec4754b370e647db4bdfedd12b,2022,610,27,649
2c233d7b7a033a9e9fda9f3b7ed8fc5e3ea42b64,2022,229,28,25
2cfe0e74d121786e16b71dee10c362c40c23c337,2022,410,25,179
2d5dea952171a05e9b9f20a9fb02c97a1155e6b0,2022,50,23,38
2d7a24e3c952e59b1e215ea9963fa645df14ba41,2022,293,27,183
2dd6abc1ed2c2ed1b7ed35bb26e9574991c0aa23,2022,17,25,278
2e466f26bec347f364a85f73269afde6258b02ba,2022,233,28,193
2eb51c2ed0a7a9c7e4c8bd01bab20e9bd2fdbf06,2022,553,23,210
2f7fd76e945aaedd0d86916e6e0aa0396954cd82,2022,656,27,407
2f92e102307d680e24f2a5fb63dff8b7ecde998b,2022,74,31,290
2fb16aa71c808667f5df7df8817b2578b60420a4,2022,507,31,208
3009ab35873ae4b9a5a1022926464083423c02a5,2022,241,24,507
3103eeddc91e18c223c7ef4d3c12f29cd6e5bdd8,2022,353,29,301
31124d5ebc4f33645d00953e45c18e4dbf79294f,2022,555,28,371
337ceb78dd62b5bce81b7b7f34439574484da2ef,2022,430,29,481
33b6034adb1b887ec34812aff00773075121de26,2022,241,32,375
34eb3b4b6ae25355fbcf8cc216ae7bd42cdf268b,2022,192,27,310
34eef15c55d4a098d8efc48441c9491c43a7344b,2022,25,NA,21
35356970180d7c585b23f342d80e3231418a86ce,2022,531,37,612
353dd0a803b3ecbe1771f4531f67d28ef10e8604,2022,696,28,649
36672e213820a74ed38341444004479e5a0d5443,2022,83,29,261
37bfaeb9268f9389dfa6157b48b8c7b1a3e2b170,2022,665,31,444
38168aebb9d2669dcdeba3a8559e3bc5801c6fc3,2022,275,34,507
383e94bde2444fafd3a346803843c1f1319e5149,2022,601,24,477
3a4a2059eda2a9c1518d5404384519ea6343991f,2022,177,29,178
3ae876324a3432f10debb6edc8a6a24f232fe021,2022,346,24,123
3b8a3d1f027410d3ff7ec543ed891d29e66af4ab,2022,222,30,82
3be2036301de316fb26e54cffdaab0830655d604,2022,386,32,564
3c01695411a497a242775221f2ff4e2234f18fbe,2022,73,27,38
3cdfba46718f763c6a8838a9ef9856759b25841f,2022,197,24,2
3d7e673996ded2adc951734ee10ace3c481520f9,2022,414,32,563
3dd84f5d3a88f824b5a023b724a5585fbf32ba9c,2022,696,32,680
3faa4e4fae31dccec5c3d3d612a6d16b19e44ff8,2022,558,30,397
3fbcc798622c02b8961bcf6881d1cbf566ba39e4,2022,56,27,298
40a522d51351c9d684b2ce31c3b594204f79ea8f,2022,145,28,254
414d21ef2332a57d42fc40c9aff480652823df54,2022,151,25,36
42baade93e7827481581ac72a2bf685095bbbb75,2022,49,26,42
435f6167de485e517d74029d9cdae4a2049ad97e,2022,665,29,626
436e222f0e3205837a6a232f9810fae9d2bc1d0a,2022,274,27,217
4380853322f8572ba35d3a2e8b25f82006112ab4,2022,617,31,635
43cb873d92f0918ee5fe6cb1e6be8a4f48a2090c,2022,12,26,150
43e789a2c98c9229310d406b78f236ea838d0ae6,2022,325,26,49
44c1dffcd76a15940792eabc7c209007b1fec2a5,2022,111,31,170
45cd5ba215dafce9685a08b0864405b66d9c03dc,2022,417,29,585
45d36ea42f77f2310144ec094c7914759b5e108e,2022,433,28,531
46571913dbc31676e98be5ad4db1f9d974f040a6,2022,608,27,637
465d7544b40a77026e92ce7fee2414f25e4ae460,2022,36,27,213
46c7ce33e78264b2373438ed1f49a64c12d4e273,2022,450,28,579
473cc5ed31814e6679b13ccdcb951d9c70263796,2022,160,28,169
479eaae354ab83ded17b747a85effd4a14b7886f,2022,68,30,49
47a816f9460d1e5742d9b2e7aa73e35466ab714f,2022,315,31,474
47b3a243dc544ea84da40d689f5def544af91b45,2022,274,27,136
4803634608bc30a04f9af8996949a77d882c4b9f,2022,296,32,364
498c36f21c2027fb1b011e37d66c4e9715c1a813,2022,2,23,18
499957d5f33b2c242ef6be80321520beefdb6c12,2022,36,31,311
49c4176049e183373877ff84dd945190cc4fabae,2022,473,26,463
4b180cf315532f6245d8bb08038a36261a6d5885,2022,360,23,9
4b82ba84000fd3581d67a3e37c411a97f53afc32,2022,370,31,428
4d6127941ac5ecd5c14f8f666dad7d62723ddfe4,2022,673,29,386
4db40d43d3837e7374794f2b575170a649ccd79d,2022,106,28,186
4e526f46cb16f0f62612ed17c88433d1c9b0b1c2,2022,179,25,301
508fdc457b08886c9e7fc71c366a785a26a70fc2,2022,64,30,153
50e99f6d711f91de991d3083da5e92d455604eee,2022,253,29,377
514eeb6e6c17085fc1adabf03f1adca32318411f,2022,724,31,724
517c83ac8f1549d395c3ba12562cfdc4f0db688b,2022,221,31,388
523ecd5a15ce05328b032e40c14e996ef9f1fcd2,2022,487,29,482
5277b4ad5baafe5488b4bcd502687944338da33d,2022,156,35,286
52f44b951a277b9f5c246596dd070e39313d60a2,2022,293,NA,66
53030702dafbc98380b87618a6786a1c0278912c,2022,568,29,88
53a6f179986e50fc6b1a20a75a94ba892239de43,2022,542,32,574
53dfe414229803162d14787d30fbf47a1b5e46ea,2022,456,31,528
53f612654070afa1d502872e2ec241d8937f8b6d,2022,327,34,288
55bd3201fa7465188c2c70169f2e9407efe89cba,2022,471,31,661
55f8e48fc1d6c7745a218b6a2ae99152c2fc57bb,2022,132,29,230
56225eced6bbfd6d8d4dfe657d9afd19cbeead77,2022,276,27,202
5695f0a3a684e4339cbfd6756eb24afe5df4ce12,2022,513,24,167
56a848a24f3596acc04a37fc1fe6031c115f9e39,2022,364,28,210
56c38efc936ad92da986834cbca52c69e4cd182c,2022,2,25,6
5723b8ea1f97a07a6afb874195c38c70005e989b,2022,548,26,263
576d0a1a0612c27c99ac48d045a7b142c612def8,2022,206,31,34
58b9fee780d57f9991464d4c9e1b9b9d5f5bb791,2022,643,29,566
58bd390684a1b46fc0f2df6e75a8c563593e307e,2022,634,29,630
592cfcba5200ba0171d471b3cceb6f158a52fcc7,2022,193,NA,262
5964f4be184862b8222f9aa44189b0da1c36e024,2022,277,22,93
59767d7298f6056b2f507e15f61d0a7b36250727,2022,41,27,259
5b1ac9a19d0b1dbc0ab174aeb665fc68f4a7012d,2022,327,31,316
5b58c9f7d85915d8168e94faa680e188e085e270,2022,376,38,527
5b6b35fcf313a1e12256b4632795a01cd832bd2c,2022,670,27,672
5c510f4d67fc4cb4eceed1dff895cdcda5e74d4e,2022,325,29,304
5d1b39281ac7885c9f005b80d3844c50294b6995,2022,41,23,75
5d2e13d8d4d49d2c4fc5659325decd8161066663,2022,152,26,491
5d7f81cbee45d8cfca23e7c372cbe0d94c5fd4e7,2022,350,28,550
5e2471543554c6e6c724baab37d616f6d11d57e9,2022,185,26,171
5e9f857251ac40d9d56b2c4d50071c6670739a68,2022,255,31,35
5eb57ef29a7d2551535638fdbdf7cab4d5919b3c,2022,629,29,601
5f4de44606c93f7d27570c7867fd0593c779230d,2022,200,28,235
60fb4ab79acaaef541b65e59e7e4a68c1066ec1c,2022,184,37,511
62f6b5a378b3942033895e0bf88ee72a566794b7,2022,494,24,249
637aa60cb3c5b707c57db84190273c2359f36bb7,2022,588,27,638
638fe76b18bac2774f3650b9516324f014c4ca4c,2022,359,25,98
63e643214fd5235430aac8531d5ff8efdd7ec28b,2022,182,25,42
65650865231fe4b5109842633b6b3889d78251b5,2022,666,29,470
65e09ff2b114c59c2432364ebe0985de430034b7,2022,309,28,551
674d8bf718327b8290f85890e3db039ea758349c,2022,523,25,525
67594f978c407d20d7869d35fd2b2bc172b958ab,2022,295,30,442
678119a88d780a54011377d88f13bd971893847d,2022,34,28,10
67b4dd811b60988c269a492a5ea3927036c30741,2022,81,31,198
67e41a583ed6915acedf8a84d34d11bad7a85740,2022,332,NA,453
691879748d5b77908900022e7cf1736ee048958e,2022,582,26,297
694f369a861c79cdbb3579b8fc7cb24275660707,2022,379,NA,233
69f55165cf8e822a43ce69144542abe72fe88fe9,2022,16,28,8
6a55ade739b29c01ae413f274bfb7d97d36247a0,2022,471,25,202
6a6c94ae4a02d74c296899148cc71d576ad5390a,2022,371,31,497
6abee2a8b911338bf511e5f16c4a187cff8ab85e,2022,539,23,189
6af4fd2b0e2411b744d0587be50052a125628dc3,2022,351,25,375
6bb1b0754829982c54484e4d2772d2616871b8ff,2022,697,24,690
6bb6fa4d4664b36a3fa082b63201434d46e09da3,2022,27,27,9
6d0a27712f982838ea4e2763d486818853630edd,2022,605,25,562
6dbba4981725d29542654da40a0a420a06b16944,2022,40,30,66
6e0e372e926b3589ef8fe67ee955ef197b262075,2022,630,25,417
6e21c8648f192b0f917c29147c8105e1f85021a0,2022,8,31,89
6f137dc6476b3dcd40fb2ad6fa57aad5e75661b4,2022,63,25,131
6f664a1df28f7e1fccaf73beb75adfe6937f422a,2022,274,28,311
6fce7e6aaecd43623d1e0e8b508478799a20b105,2022,349,26,11
6ff6915667d4e14b8b1129e499ce91ecded4df44,2022,296,36,287
705bd2962c69a2d18c196329eb7167125e3c1e06,2022,596,27,638
70e1d92abb87036fac1fc12cdb769d2df0938529,2022,552,29,305
72652f1b57a59f4a8e278cf070cca49ccdfce670,2022,354,27,358
726f300105ad69d160d0835fbbaaa4dabd7d7d39,2022,357,25,76
72eff2388181d1ad10baed69adc7fceaecd485e6,2022,521,30,572
730c8c933b8f6f4425534e371b15723d0f756ef4,2022,220,37,112
73b4d0c624c772c7969d5df019766bb774bf4f9b,2022,628,26,690
74048c5d54f8e79cfee1ca9803658cfdf3bd4755,2022,380,30,510
7444ae27fad0087ccfa349699a76e5c4b105de5e,2022,134,29,48
7451bb61548adc7de276059b5a577fb05329b931,2022,584,37,603
74fbd2c42d3848988ba22644a52c38a95f26283b,2022,588,29,426
75174627fd934205ab7d1905d926b580814f9759,2022,564,31,587
758f4f5d04979599254021276af78a2bd48ed76a,2022,62,27,284
7694076619c298b4556297b20afaf8eb50461cdf,2022,550,33,719
7697cdad70aa01d9e4015b56f31a29246e651111,2022,313,27,395
770df191534bf92872c781b504300adb0fb5c181,2022,3,32,21
777050e2c47c0765d24b18c9952d79781c880701,2022,184,24,18
7782c6f80f8c16a3fda7863722e9399e71fe96b1,2022,426,33,229
7788ff0375c64348d36ae12869506ad498eefef4,2022,564,28,237
786672c08d33f1282d91da2df59542edc3219d39,2022,637,27,535
78854553f9b7cfd514c3d57624b3b122a269da35,2022,392,29,593
7943ca67b1107c5e29a6d81db2c1d3eaab33b73a,2022,6,30,240
79ae84f001d7d14f78615e97cb3785e112caae49,2022,334,27,154
79c9f44ce7da2377e52e91b02e683e29b3417c56,2022,6,32,29
7b00d5dda854778e8d3ba783d4918faddae32575,2022,466,28,625
7bbad804f2bb6d1e1e13380c3cda7d595303f4df,2022,174,25,127
7c4a0dfedf9b0dd9d6b2dc4c349f597e4e03063c,2022,224,25,253
7c681762bb5e92ac8bf0a53eb9b41e3fd8c77ef9,2022,5,23,1
7d946985b040644566a85225b71b4ca54ab56552,2022,626,NA,544
7d999b3b292579a2f039e815ee6422eb53f3e221,2022,21,28,418
7ea557c127e6a4df423fe65230e6eec83ad76cfa,2022,533,26,209
7f42e3fd93af2d41d8f8479ef030a32dcea07a2e,2022,186,31,173
7f7ee7e34e48b57d3d1b534e5cdc4aaefc780091,2022,27,NA,133
7fc1649c77a577cbd7893f4e3ed89ff542d9e3c2,2022,552,24,595
7fe97fbb484e94e5f2cc6de69848bc3f5c393922,2022,491,30,141
805ae58281deba6d30ed460ec662adc6489bd7e0,2022,581,25,415
806d60fa9695fda61e624eb0c6119eb0c1856ebd,2022,174,26,111
80f3a94c7bf1ed6397017744dbb75ff931902e2d,2022,677,35,656
81272c934b63edda7b2c6ca9f268f5a594ce5131,2022,614,26,554
81bca117796907ff95667efc8673877ee01839af,2022,405,28,270
81fc5490cffd222b118a1302c916b85b26ea416d,2022,62,NA,147
8290ab2133e0724dfa4c029c8fccc4e082eeab6d,2022,379,35,425
834bafd5b6ea070a9db54c6e4ab5a3153488c22d,2022,285,33,206
837484931d4d9194973ae70dbc31984c986adcdb,2022,246,31,689
83b0284261e2bda954f2c6b2dc67c2a5e4f3c127,2022,56,25,14
847d88b282780a11b682814f019fcc9e444db809,2022,601,30,637
857f66fb5a1cb8bf41d5b41f46a603c787a74ba4,2022,8,NA,82
87758f0175a131b8836b7c378aad170e3c379671,2022,404,32,271
8834d134e135e1ea1915b5d3733e30232e3b9d09,2022,508,27,549
886d88cfb015796450723c53c2d9d0ed7e757a36,2022,181,22,377
88a241e142df6a547f9188eb81f5c2ea8f7adabb,2022,124,32,270
8909a1d849c739edc440f927176f44f115d56215,2022,471,28,359
8a9d3a81efbfa92d784cbbed0fa0da7160945dbc,2022,117,24,178
8b56a85ee94ae8780f6ded359e6dfe292bacf2f3,2022,555,24,469
8c1ce164c9c2f88827df8e1c1ac13dcb77721697,2022,381,28,262
8c6225f4d65d2c7f53ac99f03ac9462b6ed219c2,2022,121,28,38
8c73f6cd68b778eafe43675872c8fb1990a7505b,2022,620,28,622
8cfe88c0f00c7ff66d1db6863c7758e1fcbeef95,2022,253,28,37
8d52463bd475d8e5e5858e95f058f473a3a875ba,2022,69,33,161
8d5fa26e75d233f2a4a8179fd778281b12a94445,2022,549,30,442
8d8e84cd258ba3184b3ffa45b5a15c2ba38bea51,2022,234,27,88
8dadfe6150b40bec49e070d2e57d3ab5d77aed67,2022,1,NA,132
8e279ef4dafa65d4db8b0d74ae3db9a34e513259,2022,72,27,71
8f207761a5d661092d192327d82b31fffb03520c,2022,574,27,497
8fc15777ba7771d58f5b6315b8f94ebf01026c9d,2022,240,25,34
8fe5068677f925b38c5c2fd0db4d9d876a3eac57,2022,556,30,537
911c1207c6750d3cadff20ce7f8a4bbbb8b30c1d,2022,1,32,40
91ab8ec137cd8cbd6baf9ee89fc9aeb62ded3da7,2022,597,27,594
91d6f8297a61343c126056e697a96916e24906b2,2022,570,25,515
91ef250e37a6e9dd6860b88ffaa44d8927c2dabf,2022,147,NA,588
929edab2a8d29837776c3f50bea0d3f72d3a49cc,2022,415,25,148
92d40aa16ee14bbb2fcec72a180779d0f4a3882a,2022,582,32,341
93123491a7701d0fef837ee5c438e5326285427e,2022,369,30,329
93bdefe564da37d9e3673aa52efa1d597ef357c2,2022,177,22,50
94031e55e26ae3374eedd6291d8c2fb31b4db61f,2022,246,26,264
946e08c0ab2e891f0ab09ae41565b4cad912cedc,2022,47,29,124
9670df799799c7b799a7004f69d85f626799256c,2022,704,28,520
96d173cc60387c102f2e79c0c3f995ec87114b33,2022,693,28,661
975ee6226b2a5fd9aeea15763b119ce7e00a26df,2022,434,27,360
97f7a1f1d6c0a539b27cbaf98b258ac56f901a3d,2022,166,25,377
985d89be2ec7d4a5d9160a7d1d4a0cab6f2894e3,2022,4,NA,6
98bbd7845155dd969b1ea100f72d9acb2a6357bc,2022,156,24,229
98d39da4660a2c21dcf5392b2ab6833a816a209c,2022,286,25,49
9913abc66fc538f252a1e2fa25f2a4ed7281f71d,2022,17,34,208
9a4d7507b0eeaa7442b0844be58ebafc3d3e38e8,2022,166,28,18
9b52235d7b694738421b6c2ed9271edb04553492,2022,305,30,602
9c4413851a0f4ec032f2262e2734e464372d8661,2022,193,31,247
9c9042a648cc4c291bb50e605647207ca6198e52,2022,163,27,144
9ce7d8a2abb80aa52ddbf3118d4a37b127b2c034,2022,236,24,293
9d2f2f6d4181ea6431e5501ed0ac8a88d97a3281,2022,6,27,17
9f0206bf0b19396411a36c413ed75a0a5d1d9abe,2022,350,29,381
a005eb90265f5f1aab9e88a48ec4d05f1568afea,2022,160,25,163
a01b77093fcc337dd6b0facb3ecaecaf60ff7c0c,2022,85,26,8
a12dfc1f655a970791e299576b3149268d46992c,2022,450,26,285
a1639e7871881ef53f45c5a8c8e5a4d42dc73347,2022,444,27,296
a1da4de2954e5c911e9ff85b2361be2430721882,2022,376,21,246
a2492466d4a5ab3f0b605db3ce867e966f605a0d,2022,506,33,539
a28d972a945f563770f28a9fddcd0bea048d761b,2022,407,26,320
a38914d08a6bce0ecbc6501e3ed2cd89ed34ef02,2022,85,25,131
a3d16709d576cd417aa21db5fe63e79565dc0e67,2022,235,27,54
a4226052c7e0d04d4c9fdc737eada8c1d5d8e8ab,2022,327,25,231
a45fbcb3331ccf78609bc7b102f4a9c4166c99cd,2022,135,25,108
a4a4a9af570f051b4f4c7dd85cd48badef16d7aa,2022,37,32,175
a4b506ad554bf35ae6d966f8997b30554e28e967,2022,247,31,322
a540f5b1639f7c7d09108c6893fb30986b89c533,2022,670,26,588
a564a07b0a14fac896fee84823537808e7c2b6f4,2022,381,23,84
a5b5238dba0f5c6ff606427714695418db278a61,2022,17,26,82
a60ee7a51235ffd74aad60511c621cd61a07dc65,2022,561,31,532
a6bbacb02d96505560828f04be48efddcc783de5,2022,259,NA,140
a772e9dc1c79afe8680f3d6ba2c5b611dcd8390d,2022,471,24,378
a7ab335ba29a72bc194f77b694f23bd2eea9c4da,2022,117,27,220
a8bb5bb25de0ae8cdcf2ead3b205f91e19453a23,2022,181,30,582
a8bc5d972d9f4c0989ecec80cebd10d6d906b41e,2022,450,32,126
a9575a219e177b56f4550f5f8fa4f0d9e4a63524,2022,212,32,224
a9b53974ac34cd7c03133051645ef424e81c3073,2022,643,26,640
aa8f48170af8888d0c34eb83f563f16cf540ea52,2022,171,26,181
aabf3e39315d7cd1df39df4ac9bd3c8b3dbf863d,2022,505,33,524
acb8fb88563f556896704e7c130bcc4f9119978e,2022,672,29,443
acd318ec4e71a8767720c5f1b998bf0cdb6a0334,2022,80,NA,294
ad9fffe6e5f822d9ee61fe0ee76bce420f15b799,2022,471,29,437
adaf6b76ab504ed185c2d0571f6899784407a344,2022,655,29,622
ae090ac7b421da3981f417983bf7cc75136411eb,2022,666,30,470
ae4482e6eb66198561ebdd43c0912881ac682933,2022,109,25,33
af2204da5514e67430e221c1d858a31cd0a6400e,2022,603,27,686
afdd2d59d3b9ffcdbb589f38b24ccbc6ec4f5423,2022,225,23,460
aff8a2d80cb6602e0e5006f882e703a163fc3c16,2022,125,25,10
b032c7c0874f4bf88ac83799db6e22a3671a9548,2022,198,27,94
b0c52bd50d2f39a827d327d14ec0ddcde23f2b3e,2022,650,34,677
b0ca73a5ca175315fc896841cd462fb9b33a04d8,2022,59,32,28
b135b247f1afd053b201fc7c434493408c5dcf69,2022,480,27,565
b1498ed07732f6c10cc423e43f757dc0e914ddf7,2022,190,26,251
b22db023ce05fb9ee759978c1bbf96289c0613a5,2022,29,23,44
b2bc4643e75d271fedf8f25928173e359b9d10df,2022,442,26,216
b33a86374eb5b230a1c81bc1dd0e92dc86c87cd2,2022,16,28,86
b396ce142783977b1ecc074d2bfeaa779e299ece,2022,220,30,503
b4246bd7233f08e749626eb0b7647d295f2e37b7,2022,529,24,358
b449dbb7e104cc6f68d4096397b733bce74fe5c0,2022,545,36,541
b457b98c999402bcaafcbc50238ebc5d85510b5f,2022,308,31,387
b4b5164f4d6e3f4a9be56abcec651e4f307daa08,2022,14,NA,11
b55ad857cb7cba7a2a30ce9162b84918cc9eaec2,2022,459,29,257
b6053cab8b9347284f9e4d50946741e97c13bd29,2022,70,25,115
b675e6a4582eeb4b59c434f8f5d8d0714b0b1abe,2022,573,35,581
b6961328212704f571844134b57eb766396c2765,2022,112,23,36
b6a6add81b3c0c558430e20f668a39790058918d,2022,362,27,462
b718639f96416463c27b0dee463131ffe4d74962,2022,4,NA,30
b7609fb0febcebfbb70a23fa2a2d57135c168036,2022,622,34,558
b76250a480383127f8406788203703b8923ceb16,2022,381,31,370
b7d69db25c114771689e75b02d1e5861b4a44564,2022,617,30,645
b82253f5145945f4206de3591d739a50146587be,2022,266,25,197
b83415844d646f861f4f3839c05b0dd33d56b036,2022,53,27,105
b8ef1de941498a52fd463411f09b22dfe580d92f,2022,477,32,668
b96aacc9d189d612fdf6bb0a3a53913f9a58f999,2022,579,35,572
b9d55cff57b492a19f70c8367d88048159198a06,2022,681,28,637
b9e6784516b5651712b4f7a92335585d2a80aa0c,2022,228,27,664
bb4b4ea98775420ac9e6b12fa25d54b33af99a38,2022,237,28,402
bbd2b8abf772b70d3b09f8e1ef274e6a1b6c8c3e,2022,269,25,684
bc3c71dc19d09389180e0fcbdc14205e7da08a90,2022,400,24,295
bd91214dc7e4047aab8bcb670351d59cefef8c45,2022,136,33,62
bf904b7c7b37961238f376325496c7fb67c275d8,2022,655,28,396
bffd48dc3f7218901baf8e38f4c6f1a52191460e,2022,232,32,407
c008321df24d751dddfe7f58ba933bb426f4bbaf,2022,567,31,241
c02ab582e08aaeca9d075eecd110b3ae914fbe25,2022,383,27,378
c04bfbc3f42ec36472468471b3a7163f39671a33,2022,504,35,656
c15acd7eb2cabec4fc9dfa9bb7f6cda1ebed7a57,2022,490,27,246
c17f6680b24e0e7306ccc02beb858c91e9efc7b4,2022,276,26,544
c1efb8c56121f7c7dc9940f9ad3a76da3ba61072,2022,444,28,644
c1efd3145c820257fae2347ff5675817cfb37bca,2022,529,27,675
c2cd66a2ac884e61d6afc5fa5cd8e271f1482cd2,2022,215,31,243
c3796f5a839deb113d14052599ae9112204bda69,2022,426,31,498
c3b12c33078b6ce2f0c8287913cd6871b9ba9c9c,2022,95,27,511
c4db34402ba417ae6cc0cf8eca1c05a59b5940bf,2022,375,33,375
