pitcher,game_year,BFs,age
59b66e3b6a9f56d39c1e20ec6830afcb3dc48e7b,2022,86,29
59b91ee13d1e1007b7f9666ef02fcd984ac441a1,2022,177,38
59c046bfc554e6d65c332c71f58456a8ca1a2b48,2022,140,25
5a59c785f420f8d4d21aca01c648f20237e26865,2022,149,26
5aabc59aa827d6a154a25d76bb30e9a4d658ac4a,2022,205,28
5ac86504dbb4451e0762e89aa78e484565151541,2022,38,23
5b3c1b2b32ed07df86397c80422c56c65d064ec9,2022,440,27
5b4760b8d2b7c39074947e70e895536495789ef6,2022,32,26
5b740a56489fb4d760c0586db33f0db04c04631b,2022,190,26
5b8d28b879a5161fbdabba7f378051cba5d83750,2022,101,26
5bee26f296a101f72c066e696d537b770772fc54,2022,335,29
5c01b2966a87154f53b9718c8aa32e8c8ec8c436,2022,244,25
5c4ef2474ba71fc0a82adc9af54f3e965420258a,2022,319,NA
5c52d4f9e23ee8dcfa0954d52da4e198f16085b3,2022,194,24
5c7839fa7598f35310d650cce6fee06d1d21d4de,2022,37,NA
5cfc5b2e57541cef91d8a828f09574e9824a2f30,2022,174,28
5d22762080116fc78103a57f820a26fb287cdb07,2022,497,27
5f42316eee010ae69049cb2bddb26933e60482c3,2022,80,26
5f55cd7118d3da57163ced0872286209bd40fcd2,2022,265,25
5f6d629aa4a729e4869fa88140a9abf4b616b444,2022,227,26
5ff4ced80a4fae6654ff7b423fd5ba48fa094023,2022,226,28
605407af380889a1776d4d62ecbc407a8e81ab34,2022,459,29
6060f5fb26cb60aa269f7333c8d0a03bff57ee84,2022,230,30
60db7990d2470e9d80d4e863047163e40c12ffea,2022,243,29
61f0abb6b23aa376a435e7c24ea262b8ef4fbe53,2022,596,27
62f390657175b0afc42fade8260485ae5e5fda50,2022,181,33
63010ddee8efefb0c8495979427b6b7b4f66b148,2022,605,29
63227b0144020db4a3270d811696c76c51f4ad91,2022,5,34
6349b9a0890e67faa08934aa4a5e516352453722,2022,44,22
636e7ed10c3803e3303a441c05c8ba6721778e3c,2022,319,31
6475ed1418a5225c0f402359baf82d3cf8baefaf,2022,234,29
651e83e10223cd815b67ad888008955753378194,2022,21,22
6559861be08df170bd9870e04da13bf3e3b324de,2022,258,29
657520d3c69db7b9512b14243f16d3b25fed1a21,2022,110,25
659fdb3f91f577b99298e2643a3aa1b1e250ddb1,2022,643,35
6694f746d8beb752b45b675ecad73e051cb1dd66,2022,528,28
66ff81e5acc5fad8a39604b55a6dace7a4322618,2022,202,27
6703c9c8fdcff642e98e219b8e54b3bc1f3f11d4,2022,598,25
6710e061405695eecaeb7fd3ab1ba3089b5841f3,2022,52,NA
67ae877204f29309bbf2be68de4233b39b132693,2022,94,29
67f1f58459a3eac623952b8dda017a102fa7bb83,2022,233,25
6875b2be39ba519ffc10329bd6cf16235f50bf7d,2022,110,31
68d6e891736066dd5e4a3c97b43a9060b7c9a7ed,2022,217,30
699ae17f4e9a62375d6457cdab08a2dcc023d6da,2022,192,27
6a921acc12ba454b6f74f3e0229032e371a2801d,2022,83,NA
6aaba0f36e001ad9ceda0a6f23b995e0d9187ebb,2022,286,35
6b2bc8a2ddf021c6284a7efdc40666827bf64725,2022,78,27
6b3b0d2ce1966b4f66748297e385cc7e8c8bdc98,2022,84,26
6b3e4ef523bb2eb705557d97b5fa6736f967c36f,2022,423,27
6b674f605a11a529c9d3bb18289730c05f532dc1,2022,160,26
6b7a15b5e5ebfd02abd3d24d7693239071cbf9c1,2022,638,25
6bdc0c759ec1e9fb75b5409c2644bd76f48d4a12,2022,190,30
6bffb5682206c461fb6f865c4da88dec4faae656,2022,45,NA
6ce6f832e5197576e4c34b6f627434b5cbc97c61,2022,239,33
6d0aa46afe77ac6254312b25d69cf8888f459eaf,2022,35,NA
6d2a93b35735e4972ddf4e9d151540d605850532,2022,7,26
6d379c9daa561b18425290480873fd9b17a90610,2022,615,29
6d3fc477390693adb11d4356e264530cb9abf094,2022,527,23
6dc98c40a415bfbd34c64a824be9a74585abefdc,2022,16,NA
6e267969591972b6defbdcfffa3018611174561c,2022,238,27
6eb7a8650645b4b541c27ac08b5eed4ed1c59b4b,2022,27,NA
6efd5afb47ce031047a04a267397cf19941cbbc9,2022,219,27
6f6072a62e0fe217b68dcc5224ebb53e1720b3d0,2022,460,24
701ba48cf3b66c21aa686dcd78a66ece9a09f614,2022,19,23
705a86ae9eebf0316b273ee63d164031a7b38ea2,2022,226,25
715dd36ff08e326e2b4c45427c153b0e7bac6d23,2022,245,32
716d6f2aaed3e620c6c5b714bfb99d57fe545ffd,2022,724,29
72367c141c8be76da87c7cdbdde517292652e268,2022,64,26
7268472644e0b09901bef6495e2a4d455b4c1890,2022,356,32
726e3476c9a02b551c4633f987e580e4d68eba5b,2022,270,29
72713826853c909247a70ea8105fa14afb1eac31,2022,222,30
72a56d0baf70ccc97359536f1d62d7b513d688c5,2022,124,28
72df61d622032f8ac8599616b662662f65ee22e5,2022,178,25
7358ed1f5eb7d24f6aad2e10d97ec2f39e763ca7,2022,9,34
745e1b784f3db91845844981ae0a8c06c9f09135,2022,262,34
74877ed1ee85fc60a019745c54752f90c7634ef4,2022,391,29
74add548f807153c464da02549e04a983be20e85,2022,71,25
74f22fceb707d091d74fd07c2e347a50dbe7749a,2022,108,25
7508430dc85b53c739a8e2906062c20e7c6723f4,2022,725,31
7573fc4f8c8315edf05641c893eceba4bada3659,2022,257,34
75974da3aded6c20132e5deec637421440e53359,2022,526,42
75ce0a1bd9f071026e5af9205cbe9e010b6291ba,2022,332,NA
7695d350b8d34fbda2e2b035eeb35e2d919b17b7,2022,263,32
76a3cea57c1986a73eb8032e606fc06a6165317e,2022,197,26
774e4ff835d935c622efdf74f11423022aa1aec9,2022,75,32
7884ea053ee1a638cd6fa91c1f322f4dc0ca271d,2022,31,27
793587fe9c1be3f0c7a27e768f7e54bf7d13ac1b,2022,272,30
797c1a83ff7da64a7724d4e1348d44d1b4182b3d,2022,37,NA
79b80b1da9e97abefd52404c09bc7208276a309f,2022,272,31
7a2d30ea24f92530921df21aedaaaf1396efe3c2,2022,301,NA
7a7cd62152117cfa72eb43fbc6f2cd9ea0d7dfc9,2022,146,26
7ab19f57104e23f4a0030c5cfbdc8a9f9e40c82e,2022,105,32
7b820bac99307b0a58773bc16dda0b51fd8a1268,2022,157,27
7b8d13e6fc498c285eac37c85e5d5b1da4d547f6,2022,164,24
7ba90f6e528c892f6ff6bd73d37d26ea3b451481,2022,739,29
7c35c79676ae328547cd2bc013be0f6874eb722e,2022,113,31
7d6a6204a80209b0f9d5036923bbbcab22c97e04,2022,148,25
7d73305e306705436ac4f31f8149a297d95b0040,2022,587,27
7d79b3a7f13a8d4769b21aef0e5a1527f70d0b36,2022,128,29
7e515479d347fbf48a942762c9c0d6297a09c98e,2022,191,25
7e8143bf283aeee4cc0b25e961aa71d77fa7f9a3,2022,68,26
7eac8963d63f1d89b21fde89c94e2893ebcacafa,2022,14,25
7ed1966647fc7239eda03abc53f9502d458f0db1,2022,290,27
7f42e3fd93af2d41d8f8479ef030a32dcea07a2e,2022,4,31
7f7ee7e34e48b57d3d1b534e5cdc4aaefc780091,2022,10,NA
803be32c82e50be3643ac40781d87ebd92ec2073,2022,272,35
80af5e79fc626b82333d265f2258c238539232e5,2022,34,NA
80fe2c6a392ae1a7535192e20c7d47b4cc05a24a,2022,29,31
810ac2caa9faf2673d3f3ace92b7f4b857334a22,2022,670,30
812bda429f3d18d027657b049c110ed4130ede6e,2022,257,34
8268c9e039e5628e74e432e55d3d726be52a443c,2022,219,34
827135b2373b76725e3861585e8180bbd1990e19,2022,453,26
8271bb867b6ea45c9d3f26a5e40951bb693b2c64,2022,262,27
82a40516439b2c521bd17f809edbf05e2a311a0e,2022,196,28
82a5ab8efccb2187f9e51097d6542c6145086310,2022,117,28
82bde68c049407a9ac8f5aaa0cfb1b825b195dba,2022,678,33
82cb9c0e72ca056b5de69fc76b30f69789740cbf,2022,728,30
831dd08bcf173f87d725e687efe4af29eed01d8a,2022,256,26
833193952eb3312ce58f20271128721570691ade,2022,67,31
8385d8f483d01edb19652cda2c3e8859c97572df,2022,272,31
83902f320532a76b56367b2d4c62ffb125fdab44,2022,244,36
83a67a77ec3fd10c2f7c1120915487f1493fc797,2022,200,26
83a97ce292c5572ecd777aed205d8e45d53fdd65,2022,78,39
83fd21bdbf6c1c9bbdfe01c3ab9ffb46cad1b194,2022,5,26
8409ad37278a80cc08b0efc4ab62971a072fb03b,2022,133,28
848b90f9bd72184c573c4b7e0a380aebb9a52a27,2022,20,24
84aac2aec4fcffded30577384d92145d99fc51d6,2022,180,26
86109ea6366c07fa53a83ede66113199f7b0f80a,2022,465,28
86bcae85b42e4632b6b1167f62009ae645bfc8f7,2022,349,24
86cf628e1112a181be4611a389056a599ecd4c63,2022,81,27
86eea80678fa86ded9f82ddee11e168abbb059f7,2022,25,33
87374499d18e2392f0df7a27a163881dfc228673,2022,100,24
8862947399272a623353f89ac5cc2f069f05d64c,2022,84,26
8869aa36a4bc122f6e2237f7a80cf0aff39339d9,2022,181,30
88a241e142df6a547f9188eb81f5c2ea8f7adabb,2022,8,32
896fb5e83de7b25546af8c120208958822553154,2022,407,22
89867c611e3d19353f81da7951f84db1bf5d3045,2022,686,26
8a08ce5d05e0465063d79ef1f4d943a508e6ab9a,2022,292,38
8aa7eb1e7b944c452da918f68cd353e5d1006bfb,2022,595,29
8aa9e1d68032a79c4081bd1a45ef0ec2a654f7d8,2022,766,28
8b04fa5301010f7ed5a77b2a440de2e1019359f7,2022,51,25
8b6ab46ea4fc59c10d45397e895b2cc98c78d03d,2022,127,24
8bd7aca31aca3f9dea95888e3c5585ce9ca573f2,2022,649,36
8c17e8a7773b0425a915a91dfb424ca0db361135,2022,774,31
8c707a0fdf914da1f3a352d37ca3cefbe3095e6b,2022,58,NA
8cb0077cfb3e22ea21306da0bccccd6780395e82,2022,536,32
8d089ad874e6389abfe29894ef4d3f5a4ae64bdf,2022,209,NA
8da31282e0a614fbe7699ac443789f1109ea1de6,2022,100,31
8f23179838b57e550c4f5e0b54e6ecaef2334e1e,2022,274,34
8f91d5b0189a7625db655e9fdc00bd4f5b83f22c,2022,260,34
8fbb14aeace75af8a3660d5b9579886cde9bea53,2022,301,34
8ffc12422baf26cf276c1b0f0ad92fa8121b841a,2022,287,27
90365eac1c4eedadb3fa7d296310b5655153b996,2022,14,26
906d0f1dbd1ff88dbae6d7733db157d8fa38f403,2022,272,26
90a070907f17653e0a17503e68f64bd202a11dcd,2022,165,36
90e0523b3305eedf130c882bcad866811d6deb53,2022,122,NA
911c1207c6750d3cadff20ce7f8a4bbbb8b30c1d,2022,707,32
913da07ac6083c646f98219a1b1cca83f3860112,2022,37,23
921aa36e5e43f774ff388b56c9a22b687e75fc35,2022,689,NA
92b39f1799425a345e062289fe6ff65945d0406d,2022,263,24
92cf5731973c01a7e48b22d0d84293dde2d9c0d8,2022,105,33
92dc6059c836b1d56350ffa0b2e5a8d40eaf2b99,2022,477,24
93a528aff0792888ccaa858efef87b7c74a8698d,2022,119,27
9629bb0fd4ba8f090f503488e7f867404b285fb4,2022,805,33
963b6b90ab5708423da2c909b2a606e73af500b4,2022,244,31
9704d821131f5f3bf72417dd72fed844bfbf1d3f,2022,718,34
9733e83987bc6ef229981f8ffbe5cf103e5d1491,2022,63,32
974da7ca998a53fab667e1da02118395998bc787,2022,117,28
9796941558f36b8aa6fb6ddac8dbf46df6266990,2022,289,29
990278b36b8614dcb6b7974b26da63dc286938dc,2022,77,26
994eaad8cdcac92c2373796cd90193ddac566c18,2022,585,25
9a0c6bb35235ab952e9cdc07d0288c38210924c1,2022,172,NA
9a844e4d2ab1c3791241f7695bc86d1cbf40cba3,2022,793,31
9b04f93db5f5a3754eb397912a06ee1eb882a3a0,2022,284,24
9d1d3eb706cc040e7b2b4399ae24a0ab37d64484,2022,9,30
9db9f57f1c43b97b2992487e0571c89d726e76d0,2022,234,30
9f3545550ff3edf3912175959125ab96260943f2,2022,26,NA
9f799103002362dacde5a3a72b725b09e269e34a,2022,191,30
9f97eba0f0f065f43f3bae1fbc442de93be9cf41,2022,86,24
a179f0ff3993e330461d42b82a4341dc8352ef3d,2022,604,25
a1a739abf8c2e0b800c45209bd433cc630c5cba6,2022,65,26
a31ec46eb2c0f70981371bf166b15e9f4c94e364,2022,681,26
a361af09cd69dec795d850448e306d7dd3fc18ad,2022,745,26
a38914d08a6bce0ecbc6501e3ed2cd89ed34ef02,2022,8,25
a452b63757e97e908baad6557a89b85f23f0357d,2022,280,28
a48429705ede6610849586809fdcf7422913844a,2022,213,33
a57686452bd195a51f2e6803c2c5e4ad7dad887c,2022,283,31
a5f4979b97b2f61c5539cd206bdddf51c14e489e,2022,281,29
a6f51b85cd183019c5cab6a1a9fd2c2550f7ba6a,2022,265,26
a711f2186f216bb8560437868ddd1ca35fa940ed,2022,159,25
a72dba68ea935bf25f291224d94d36f01b4ab4c0,2022,74,26
a7677072d50ce8758e7984df02b7c086581c7c0f,2022,217,31
a79b259fac46581fe638ea9012ae5864f42bf657,2022,764,24
a81078aaee30c1703774a959d43e291fafd547c6,2022,199,31
a8d43813d36317d71a3b5261e9e9174a83eaa335,2022,65,27
a930f65e363e475884dc6485537712bf9164fa6c,2022,20,36
a9af7fd296a2b7c70d77fb936d21d92c0094a739,2022,42,NA
aa3d79f358afbee1f5c09c94dbabe17a75f0e319,2022,538,22
aa559cf3e1c475ac81ad2d7f5a680a5603185671,2022,13,33
aa8fc6498e64d483653ea6a5b72020a48f46863b,2022,355,30
aadc17b2a52938ab9120dc51b23aa7580a53e75f,2022,11,26
ab0cd1b594b0a41f4764e09cdd25c6a2f552896d,2022,302,32
ab22430ffdd4b0e3c20d34f7a33d386fb734986a,2022,92,31
ab71dcf08d90060a014826727a8caf6458706627,2022,257,28
ab8194b8601c80f1023c09fd6111d5e07559af5f,2022,728,38
ac6c219cda0fbffa9e7f8ee244d87a114e0d25f3,2022,59,25
acfafb3a527acf0793a48daf0a4776fc02688540,2022,192,30
ad3c96b12eb524da639ce2a34c52cc10121452a5,2022,52,27
ad4326d8e1a7d0a0fa454b490f92fc263454085f,2022,50,27
adbd8b94a45d154a3ed1c7031f3b0105bc1ae788,2022,449,NA
